simbolo,fecha_entrenamiento,n_features,n_train,n_val,n_test,wfv_auc_media,wfv_auc_std,test_auc_xgb,test_auc_ensemble,test_precision,test_f1,peso_xgb,peso_lstm
ETH_USDT,2026-04-18T20:30:08.329177,124,42759,9163,9163,0.7612413759473773,0.04718554457722839,0.742911390646115,0.7576414841988613,0.4535031847133758,0.489010989010989,0.5973507128897746,0.4026492871102254
