simbolo,tipo,target_col,fecha_entrenamiento,n_features,n_train,n_val,n_test,wfv_auc_media,wfv_auc_std,test_auc_xgb,test_auc_ensemble,test_precision,test_f1,peso_xgb,peso_lstm
BTC_USDT,long,target_subida,2026-04-20T09:31:48.097317,123,42759,9163,9163,0.7497533011589043,0.04477151705555622,0.7827700697564628,0.7827700697564628,0.3694545454545455,0.40063091482649843,0.6,0.4
