simbolo,fecha_entrenamiento,n_features,n_train,n_val,n_test,wfv_auc_media,wfv_auc_std,test_auc_xgb,test_auc_ensemble,test_precision,test_f1,peso_xgb,peso_lstm
SOL_USDT,2026-04-18T20:53:29.928176,124,34648,7425,7425,0.7454047382733737,0.031038996753502024,0.751121316586275,0.76216497885462,0.5743639921722113,0.4079221681723419,0.5530807757465893,0.4469192242534107
