simbolo,fecha_entrenamiento,n_features,n_train,n_val,n_test,wfv_auc_media,wfv_auc_std,test_auc_xgb,test_auc_ensemble,test_precision,test_f1,peso_xgb,peso_lstm
BTC_USDT,2026-04-20T08:48:20.184019,123,42759,9163,9163,0.7497533011589043,0.04477151705555622,0.7827700697564628,0.7803322640485444,0.5630498533724341,0.255659121171771,0.6209792642675369,0.3790207357324631
