simbolo,fecha_entrenamiento,n_features,n_train,n_val,n_test,wfv_auc_media,wfv_auc_std,test_auc_xgb,test_auc_ensemble,test_precision,test_f1,peso_xgb,peso_lstm
BTC_USDT,2026-04-18T20:17:25.818855,123,42759,9163,9163,0.747628669161477,0.04488008305459134,0.7713303155692558,0.767317106985097,0.8307692307692308,0.08809135399673736,0.580336451609936,0.4196635483900641
