timestamp,open,high,low,close,volume,quote_volume,n_trades,taker_buy_base,taker_buy_quote,ema_9,ema_21,ema_50,ema_100,ema_200,sma_20,sma_50,sma_200,macd,macd_signal,macd_hist,macd_cruce,macd_hist_pendiente,rsi_14,rsi_7,rsi_sobrecompra,rsi_sobreventa,rsi_zona_neutral,divergencia_bajista_rsi,divergencia_alcista_rsi,rsi_pendiente,atr_14,atr_pct,adx,dmi_pos,dmi_neg,precio_sobre_ema50,precio_sobre_ema200,ema50_sobre_ema200,stoch_k,stoch_d,stoch_sobrecompra,stoch_sobreventa,cci_20,roc_10,williams_r,bb_upper,bb_lower,bb_width,bb_posicion,bb_squeeze,volatilidad_20,rango_vela_pct,obv,obv_ema,obv_tendencia,volumen_ratio,volumen_anomalo,confirmacion_alcista,confirmacion_bajista,vol_ratio_5,fib_236,fib_382,fib_500,fib_618,cerca_fib_236,cerca_fib_382,cerca_fib_500,cerca_fib_618,ema200_pendiente,regimen_mercado,posicion_en_vela,ret_1,ret_5,ret_8,dist_ema21_atr,dist_ema50_atr,dist_ema200_atr,body_ratio,upper_wick,lower_wick,spread_hl_pct,dist_max_24h,dist_min_24h,posicion_48h,regimen_volatilidad,btc_ret_1h,btc_ret_4h,corr_btc_24h,taker_ratio,taker_ratio_ma5,taker_ratio_ma20,taker_ratio_delta,taker_ratio_pendiente,taker_dominance,taker_cvd_20,taker_cvd_tendencia,vol_quality,label_oportunidad,label_exito_long,label_exito_short
2020-08-11 00:00:00+00:00,2.85,3.5208,2.8433,3.2985,1552384.78,4939148.938107,13490,741770.79,2370192.681119,3.2985,3.2985,3.2985,3.2985,3.2985,,,,0.0,0.0,0.0,0,,,,0,0,0,0,0,,,,,,,0,0,0,,,0,0,,,,,,,0.5,0,,20.539639229953,0.0,0.0,0,,0,0,0,,,,,,0,0,0,0,,-1,0.6718819188191885,,,,,,,0.6619926199261996,0.3281180811808115,0.009889298892988826,23.82794640030949,,,,0,,,,0.47782663135875375,,,,,0.9150727709498327,,0,,,,
2020-08-12 00:00:00+00:00,3.2985,3.9289,3.08,3.7558,1737042.95,6176153.724638,21118,889133.5,3161944.268817,3.3899600000000003,3.340072727272727,3.316433333333334,3.307555445544555,3.3030502487562194,,,,0.036479772079772044,0.007295954415954409,0.029183817663817634,1,,,,0,0,0,0,0,,,,,,,1,1,1,,,0,0,,,,,,,0.5,0,,22.60237499334363,1737042.95,165432.6619047619,1,,0,0,0,,,,,,0,0,0,0,,1,0.7960890564259627,13.863877520084866,,,,,,0.5386971374720222,0.2039109435740373,0.25739191895394053,27.56168831168831,,,,0,1.5120153650606483,,,0.5118661573681872,,,,,1.048618458020488,,0,,,,
2020-08-13 00:00:00+00:00,3.75,4.1387,3.5003,3.73,1685759.24,6446567.98049,22922,716358.46,2755764.748006,3.4579680000000006,3.375520661157024,3.332651633986929,3.3159206842466427,3.307298504987501,,,,0.06258694653452457,0.018354152839668444,0.04423279369485612,0,0.04423279369485612,,,0,0,0,0,0,,,,,,,1,1,1,,,0,0,,,,,,,0.5,0,,17.11528150134048,51283.70999999996,154561.33315192742,0,,0,0,0,,,,,,0,0,0,0,,1,0.35980576441102735,-0.6869375366100439,,,,,,0.031328320802005045,0.6088659147869676,0.35980576441102735,18.238436705425247,,,,0,1.86495888650704,,,0.42494707607238147,,,,,0.7389703771437031,,0,,,,
2020-08-14 00:00:00+00:00,3.7207,3.7676,3.321,3.4099,1474161.79,5205834.095977,18581,578651.84,2048896.655467,3.4483544000000004,3.3786460555972946,3.335680981673716,3.3177816607962143,3.3083194153856352,,,,0.05679300120380937,0.02604192251249663,0.030751078691312737,0,0.0015672610274951038,,,0,0,0,0,0,,,,,,,1,1,1,,,0,0,,,,,,,0.5,0,,13.097158274436191,-1422878.08,4329.0080898391025,0,,0,0,0,,,,,,0,0,0,0,,1,0.19905956112852624,-8.581769436997321,,,,,,0.6959247648902825,0.10501567398119117,0.19905956112852624,13.44775669978921,,,,0,-0.16519524617996106,,,0.3925293980113268,,,,-0.08529723334742695,0.6461701960988819,,0,,,,
2020-08-15 00:00:00+00:00,3.4181,3.74,3.15,3.173,1070233.2,3658005.622202,13903,439623.97,1510472.729568,3.3932835200000007,3.359950959633904,3.3293013353335703,3.314914697216091,3.306972953541002,,,,0.03270836595947291,0.02737521120189189,0.005333154757581018,0,-0.038899638937275105,,,0,0,0,0,0,,,,,,,0,0,1,,,0,0,,,,,,,0.5,0,,18.594390167034362,-2493111.2800000003,-233522.44791871702,0,,0,0,0,0.7116307832623184,,,,,0,0,0,0,,0,0.03898305084745783,-6.947417812839085,,,,,,0.4154237288135589,0.5455932203389833,0.03898305084745783,18.73015873015874,,,,0,0.7810865827589497,4.040701961362636,,0.4107739976670505,0.44358865209554,,,-0.10109215970113666,0.6971416672730908,,0,,,,
2020-08-16 00:00:00+00:00,3.173,3.4907,3.12,3.3885,668106.53,2227715.62781,10659,267439.48,896424.218505,3.392326816000001,3.3625463269399125,3.3316228515949993,3.316371831924683,3.307784167933629,,,,0.030656775771352507,0.028031524115784013,0.002625251655568494,0,-0.028125827035744243,,,0,0,0,1,0,,,,,,,1,1,1,,,0,0,,,,,,,0.5,0,,10.939943927991731,-1825004.7500000002,-385092.1909740773,0,,0,0,0,0.5034483417790683,,,,,0,0,0,0,,1,0.7243053682222824,6.791679798298134,2.7285129604365466,,,,,0.581332613973564,0.2756946317777176,0.14297275424871855,11.881410256410248,,,,0,0.49441463332320357,2.997752571917256,,0.4002946655827477,0.4280822589403387,,,-0.02465241048963379,0.6674855843523942,,0,,,,
2020-08-17 00:00:00+00:00,3.3885,3.3952,3.1,3.11,729413.64,2355329.78763,8632,258191.89,833604.429817,3.335861452800001,3.3395875699453748,3.322931759375588,3.3122852609954814,3.3058161662626477,,,,0.006483515358764791,0.023721922364380168,-0.017238407005615377,-1,-0.022571561763196395,,,0,0,0,0,0,,,,,,,0,0,1,,,0,0,,,,,,,0.5,0,,9.491961414790994,-2554418.39,-591694.6861194033,0,,0,0,0,0.648059560801883,,,,,0,0,0,0,,0,0.03387533875338682,-8.218975948059615,-17.194738803983167,,,,,0.9434281842818437,0.02269647696476941,0.03387533875338682,9.522580645161288,,,,0,3.107463689026946,4.254074702886235,,0.35397184236916657,0.39650339594053463,,,-0.038557555642160235,0.5479201458761188,,0,,,,
2020-08-18 00:00:00+00:00,3.11,3.7092,2.8105,3.3407,2713115.94,8885306.133224,27415,1276599.28,4211377.733932,3.3368291622400013,3.3396886999503406,3.323628553125565,3.3128479290945805,3.306163269085905,,,,0.005873883806351898,0.020152314652774516,-0.014278430846422618,0,-0.01690368250199111,,51.195602901178596,0,0,0,0,0,,,,,,,1,1,1,,,0,0,,,,,,,0.5,0,,26.90154757984853,158697.5499999998,-520228.7588699364,1,,0,0,0,2.038394636502901,,,,,0,0,0,0,,1,0.5899632802937576,7.418006430868163,-10.436997319034857,,,,,0.25670412818515653,0.4100367197062425,0.33325915210860096,31.97651663405087,,,,0,-2.736881703882288,1.5685504237050285,,0.47052883409029694,0.4056197475441177,,,0.059754836423246416,0.8886769750376582,,0,,,,
2020-08-19 00:00:00+00:00,3.334,3.49,2.8,2.8868,1433243.76,4380403.488824,17076,487245.28,1491949.575963,3.2468233297920013,3.298516999954855,3.306498021630445,3.3044113364392422,3.301990500239279,,,,-0.030879233607148837,0.009946005000789845,-0.040825238607938685,0,-0.02358683160232331,,25.332122175542196,0,0,0,0,0,,,,,,,0,0,1,,,0,0,,,,,,,0.5,0,,23.901898295690742,-1274546.2100000002,-592068.5161204187,0,,0,0,0,1.0834738874520027,,,,,0,0,0,0,,0,0.12579710144927558,-13.5869727901338,-15.340625824804244,-12.4814309534637,,,,0.6481159420289851,0.2260869565217392,0.12579710144927558,24.642857142857157,,,,0,-1.5941384728853314,-0.8252337079410088,,0.33995981255833274,0.39510583045351894,,,-0.060334853024414936,0.5150592630973361,,0,,,,
2020-08-20 00:00:00+00:00,2.8962,3.445,2.8871,3.2038,1277827.32,4078240.331482,14169,654313.24,2100682.285326,3.2382186638336012,3.289906363595323,3.302470648233173,3.302419032747376,3.3010134803364006,,,,-0.03403476168203268,0.00114985166422534,-0.03518461334625802,0,-0.0209061824998354,,37.18211049400761,0,0,0,1,0,,,,,,,0,0,1,,,0,0,,,,,,,0.5,0,,17.41369623572007,3281.1099999998696,-535368.5517279978,1,,0,0,0,0.9365891003597885,,,,,0,0,0,0,,0,0.5676644559956985,10.981017043092711,0.9706901985502725,-14.697268225145098,,,,0.5513532891199149,0.43233554400430146,0.0163111668757836,19.323889023587668,,,,0,0.8418838938661244,-0.4823272605154916,,0.5120513779592691,0.4153613065119627,,,0.15807953559010257,1.04939609382999,,0,,,,
